2013-26,17,4872
2013-26,50,1598
2013-27,55,22401
2013-28,1,5525
2013-28,42,589
2013-29,47,1123
2013-29,98,89
2013-3,23,109205
2013-3,74,18841
2013-30,40,487
2013-30,58,10239
2013-30,91,445
2013-4,10,85945
2013-4,2,54432
2013-4,28,48266
2013-4,79,23392
2013-5,15,21061
2013-6,53,124829
2013-7,40,23863
2013-7,5,284472
2013-7,58,299579
2013-7,91,18428
2013-8,45,78143
2013-8,96,147397
2013-9,32,29777
2012-1,1,7568
2012-1,42,4461
2012-10,14,52944
2012-10,65,4294
2012-11,19,43324
2012-11,8,192336
2012-12,57,323528
2012-13,44,30991
2012-13,95,39315
2012-14,31,54780
2012-14,49,33655
2012-14,82,8742
2012-15,36,457424
2012-16,0,475214
2012-16,23,87212
2012-16,74,14274
2012-17,10,77200
2012-17,28,44660
2012-17,79,21731
2012-18,15,14807
2012-19,3,41218
2012-19,53,87861
2012-20,13,8664
2012-20,64,87658
2012-21,18,79134
2012-21,51,199718
2012-21,69,19556
2012-22,56,260921
2012-23,2,44387
2012-23,43,17216
2012-24,30,73768
2012-24,81,22117
2012-24,99,376482
2012-25,35,63341
2012-26,22,32360
2012-26,5,239002
2012-26,73,62329
2012-27,27,243786
2012-27,60,26678
2012-27,78,1860
2012-28,14,54072
2012-28,65,5410
2012-29,19,44947
2012-29,8,201131
2012-30,12,58282
2012-30,4,165326
2012-30,63,507919
2012-31,17,45286
2012-31,50,9968
2012-32,55,183849
2012-33,42,6352
2012-33,7,58143
2012-34,47,10747
2012-34,98,720
2012-35,34,43965
2012-36,21,276435
2012-36,39,10976
2012-36,72,57089
2012-37,26,287733
2012-38,13,15860
2012-38,64,93561
2012-39,18,93872
2012-39,51,266398
2012-39,69,18682
2012-40,11,30569
2012-40,29,219463
2012-40,62,14449
2012-40,9,675944
2012-41,16,33129
2012-41,67,5516
2012-42,54,48843
2012-43,41,289516
2012-43,59,78404
2012-43,92,23148
2012-44,46,6639
2012-44,97,561602
2012-45,1,54216
2012-45,33,327800
2012-46,20,14310
2012-46,38,60206
2012-46,71,47039
2012-47,25,142609
2012-48,12,54347
2012-48,4,221302
2012-48,63,531153
2012-49,17,39709
2012-49,50,17759
2012-50,10,82098
2012-50,28,54445
2012-50,79,20764
2012-51,15,24768
2012-52,3,53428
2012-52,53,92506
2012-9,43,6828
2012-9,94,1
2013-1,0,155596
2013-1,32,29351
2013-10,2,52216
2013-10,43,15844
2013-10,94,1
2013-11,30,69034
2013-11,81,24240
2013-11,99,331941
2013-12,35,61756
2013-13,22,22234
2013-13,5,183302
2013-13,73,62632
2013-14,27,175819
2013-14,60,21489
2013-14,78,2906
2013-15,14,36152
2013-15,65,2781
2013-16,19,33525
2013-16,8,139442
2013-17,57,140319
2013-18,44,10727
2013-18,95,24024
2013-19,31,18611
2013-19,49,13970
2013-19,82,4225
2013-2,37,356741
2013-2,70,13093
2013-20,42,2234
2013-20,7,25833
2013-21,47,3792
2013-21,98,393
2013-22,34,21414
2013-23,21,84705
2013-23,39,3429
2013-23,72,27135
2013-24,26,125697
2013-25,13,3156
2013-25,64,33551
2013-26,18,12198
2013-26,51,45488
2013-26,69,3411
2013-27,56,36271
2013-28,2,5549
2013-28,43,1807
2013-29,30,7914
2013-29,81,3383
2013-29,99,28491
2013-3,24,26842
2013-3,75,27721
2013-30,41,5570
2013-30,59,1862
2013-30,92,609
2013-4,11,36278
2013-4,29,259376
2013-4,3,39519
2013-4,62,14528
2013-5,16,31924
2013-5,67,6961
2013-6,54,57881
2013-7,41,260425
2013-7,59,78773
2013-7,6,42447
2013-7,92,29561
2013-8,46,10849
2013-8,97,819976
2013-9,33,328013
2012-1,2,10552
2012-1,43,3402
2012-10,15,16268
2012-11,53,92083
2012-11,9,612151
2012-12,40,17410
2012-12,58,251256
2012-12,91,17068
2012-13,45,55365
2012-13,96,154612
2012-14,32,29106
2012-15,37,149703
2012-15,70,11321
2012-16,1,49488
2012-16,24,17988
2012-16,75,22275
2012-17,11,29537
2012-17,29,185732
2012-17,62,14456
2012-18,16,31718
2012-18,67,5501
2012-19,4,172226
2012-19,54,42132
2012-20,0,145317
2012-20,14,53306
2012-20,65,4280
2012-21,19,44476
2012-22,57,311170
2012-23,3,36511
2012-23,44,23161
2012-23,95,49206
2012-24,31,47238
2012-24,49,31117
2012-24,82,8712
2012-25,36,567381
2012-26,23,78388
2012-26,6,37470
2012-26,74,16776
2012-27,10,75222
2012-27,28,67579
2012-27,79,26610
2012-28,15,12961
2012-29,53,71850
2012-29,9,638231
2012-30,13,10697
2012-30,5,247506
2012-30,64,106118
2012-31,18,85067
2012-31,51,261946
2012-31,69,22278
2012-32,56,278182
2012-33,43,13728
2012-33,8,217701
2012-33,94,1
2012-34,30,72019
2012-34,81,23339
2012-34,99,317841
2012-35,35,61828
2012-36,22,35370
2012-36,73,72704
2012-37,27,246177
2012-37,60,41727
2012-37,78,2847
2012-38,0,189980
2012-38,14,55830
2012-38,65,6710
2012-39,19,48680
2012-40,12,58761
2012-40,63,530259
2012-41,17,48026
2012-41,50,12880
2012-42,55,125183
2012-43,42,9736
2012-44,47,9079
2012-44,98,762
2012-45,2,79340
2012-45,34,42937
2012-46,21,213493
2012-46,39,15337
2012-46,72,63220
2012-47,26,346416
2012-48,13,16606
2012-48,5,270552
2012-48,64,83499
2012-49,18,103840
2012-49,51,277615
2012-49,69,19884
2012-50,11,26608
2012-50,29,206127
2012-50,62,13141
2012-51,16,38075
2012-51,67,7208
2012-52,4,171241
2012-52,54,33199
2012-9,44,14120
2012-9,95,15256
2013-1,1,47115
2013-1,33,273001
2013-10,3,45404
2013-10,44,32727
2013-10,95,38181
2013-11,31,50354
2013-11,49,33451
2013-11,82,10014
2013-12,36,474371
2013-13,23,62334
2013-13,6,28692
2013-13,74,13575
2013-14,10,50893
2013-14,28,31292
2013-14,79,14703
2013-15,15,11909
2013-16,53,62598
2013-16,9,425846
2013-17,40,7919
2013-17,58,129882
2013-17,91,14462
2013-18,45,28541
2013-18,96,52388
2013-19,32,10459
2013-2,20,17803
2013-2,38,22221
2013-2,71,52546
2013-20,43,5570
2013-20,8,81164
2013-20,94,1
2013-21,30,33747
2013-21,81,11736
2013-21,99,118748
2013-22,35,26077
2013-23,22,11988
2013-23,73,32965
2013-24,27,98032
2013-24,60,12900
2013-24,78,1574
2013-25,0,67812
2013-25,14,13311
2013-25,65,1423
2013-26,19,6921
2013-27,57,31036
2013-28,3,3676
2013-28,44,3153
2013-28,95,2393
2013-29,31,4950
2013-29,49,3311
2013-29,82,1026
2013-3,25,103824
2013-30,42,220
2013-4,12,65011
2013-4,4,197888
2013-4,63,581870
2013-5,17,46657
2013-5,50,13356
2013-6,55,127710
2013-7,42,9968
2013-7,7,69130
2013-8,47,10487
2013-8,98,921
2013-9,34,45450
2012-1,3,8983
2012-1,44,6094
2012-1,95,5983
2012-10,16,30961
2012-10,67,5061
2012-11,54,46771
2012-12,41,192949
2012-12,59,74797
2012-12,92,20002
2012-13,46,7972
2012-13,97,2335956
2012-14,33,285108
2012-15,20,14788
2012-15,38,20882
2012-15,71,42684
2012-16,2,38792
2012-16,25,85768
2012-17,12,51813
2012-17,63,481647
2012-18,17,41158
2012-18,50,12598
2012-19,5,256533
2012-19,55,159377
2012-20,1,52136
2012-20,15,14089
2012-21,53,71425
2012-22,40,18275
2012-22,58,306663
2012-22,91,21063
2012-23,4,167423
2012-23,45,56865
2012-23,96,128586
2012-24,32,29635
2012-25,37,109205
2012-25,70,16611
2012-26,24,18227
2012-26,7,52642
2012-26,75,30346
2012-27,11,30207
2012-27,29,179455
2012-27,62,22603
2012-28,16,29776
2012-28,67,6251
2012-29,54,41970
2012-30,14,44849
2012-30,6,37681
2012-30,65,5035
2012-31,19,50668
2012-32,57,321717
2012-33,44,25186
2012-33,9,670513
2012-33,95,31128
2012-34,31,46254
2012-34,49,33661
2012-34,82,10627
2012-35,36,607352
2012-36,23,104554
2012-36,74,15358
2012-37,10,77003
2012-37,28,43873
2012-37,79,24080
2012-38,1,48935
2012-38,15,15640
2012-39,53,102657
2012-40,13,15173
2012-40,64,91443
2012-41,18,89905
2012-41,51,282690
2012-41,69,18787
2012-42,0,274312
2012-42,56,275169
2012-43,43,16064
2012-43,94,52
2012-44,30,61094
2012-44,81,24013
2012-44,99,290644
2012-45,3,77766
2012-45,35,68566
2012-46,22,32220
2012-46,73,87408
2012-47,27,235056
2012-47,60,73272
2012-47,78,7277
2012-48,14,63128
2012-48,6,47100
2012-48,65,7861
2012-49,19,59506
2012-50,12,50457
2012-50,63,562749
2012-51,17,40200
2012-51,50,10959
2012-52,5,174661
2012-52,55,89388
2012-9,45,35793
2012-9,96,68716
2013-1,2,43848
2013-1,34,40383
2013-10,4,237752
2013-10,45,76090
2013-10,96,128518
2013-11,32,28598
2013-12,37,187350
2013-12,70,11077
2013-13,24,13033
2013-13,7,55276
2013-13,75,23021
2013-14,11,20654
2013-14,29,149034
2013-14,62,9452
2013-15,16,21428
2013-15,67,4642
2013-16,54,32429
2013-17,41,83983
2013-17,59,24202
2013-17,92,16828
2013-18,46,3983
2013-18,97,339417
2013-19,33,136371
2013-2,21,235223
2013-2,39,12883
2013-2,72,74144
2013-20,44,8470
2013-20,9,243244
2013-20,95,17800
2013-21,31,17506
2013-21,49,11709
2013-21,82,3509
2013-22,36,198130
2013-23,23,29614
2013-23,74,7831
2013-24,10,28903
2013-24,28,20393
2013-24,79,9507
2013-25,1,18152
2013-25,15,4231
2013-26,53,13379
2013-27,40,1857
2013-27,58,46770
2013-27,91,2206
2013-28,4,19080
2013-28,45,8190
2013-28,96,11320
2013-29,32,2615
2013-3,26,326222
2013-30,43,418
2013-4,13,12911
2013-4,5,299769
2013-4,64,87367
2013-5,18,87943
2013-5,51,339517
2013-5,69,24828
2013-6,56,286709
2013-7,43,16443
2013-7,8,227573
2013-7,94,2
2013-8,30,70188
2013-8,81,25719
2013-8,99,347246
2013-9,35,70187
2012-1,4,28143
2012-1,45,15779
2012-1,96,17113
2012-10,17,37984
2012-10,50,13039
2012-11,55,129354
2012-12,42,6167
2012-13,0,342665
2012-13,47,9621
2012-13,98,593
2012-14,34,34811
2012-15,21,221971
2012-15,39,9215
2012-15,72,54065
2012-16,26,274224
2012-16,3,33939
2012-17,13,8721
2012-17,64,83714
2012-18,18,74306
2012-18,51,260701
2012-18,69,20640
2012-19,56,262697
2012-19,6,38549
2012-20,16,30249
2012-20,2,40997
2012-20,67,5509
2012-21,54,36609
2012-22,41,188842
2012-22,59,67414
2012-22,92,20414
2012-23,46,7360
2012-23,5,266065
2012-23,97,385715
2012-24,33,318316
2012-25,20,11780
2012-25,38,21386
2012-25,71,45207
2012-26,25,83243
2012-26,8,227148
2012-27,12,62276
2012-27,63,527452
2012-28,17,46249
2012-28,50,10711
2012-29,55,181754
2012-30,15,12405
2012-30,7,53243
2012-31,53,81742
2012-32,40,17195
2012-32,58,315312
2012-32,91,21470
2012-33,45,58415
2012-33,96,137387
2012-34,32,27078
2012-35,37,142347
2012-35,70,13939
2012-36,24,22719
2012-36,75,20843
2012-37,11,29691
2012-37,29,238040
2012-37,62,18173
2012-38,16,32120
2012-38,2,58313
2012-38,67,5988
2012-39,54,50670
2012-40,14,59572
2012-40,65,7796
2012-41,19,48730
2012-42,1,48461
2012-42,57,320720
2012-43,44,28631
2012-43,95,33205
2012-44,31,54495
2012-44,49,34831
2012-44,82,9530
2012-45,36,510141
2012-45,4,185082
2012-46,23,100917
2012-46,74,16601
2012-47,10,86126
2012-47,28,71690
2012-47,79,24638
2012-48,15,19653
2012-48,7,69441
2012-49,53,113433
2012-50,13,25352
2012-50,64,91894
2012-51,18,131862
2012-51,51,222145
2012-51,69,20003
2012-52,56,291167
2012-52,6,41132
2012-9,46,4053
2012-9,97,1175100
2013-1,3,32701
2013-1,35,90499
2013-10,46,13290
2013-10,5,314344
2013-10,97,770299
2013-11,33,323681
2013-12,20,12963
2013-12,38,32008
2013-12,71,45622
2013-13,25,79611
2013-13,8,166239
2013-14,12,37355
2013-14,63,338877
2013-15,17,33739
2013-15,50,8496
2013-16,55,92896
2013-17,42,2920
2013-18,0,94192
2013-18,47,4518
2013-18,98,423
2013-19,34,20071
2013-2,22,35360
2013-2,73,116700
2013-20,45,24069
2013-20,96,44464
2013-21,32,8883
2013-22,37,39759
2013-22,70,7859
2013-23,24,7981
2013-23,75,14808
2013-24,11,12543
2013-24,29,84941
2013-24,62,7887
2013-25,16,10324
2013-25,2,12427
2013-25,67,2270
2013-26,54,8210
2013-27,41,22745
2013-27,59,7874
2013-27,92,2308
2013-28,46,705
2013-28,5,30861
2013-28,97,240325
2013-29,33,35197
2013-3,27,274653
2013-3,60,48755
2013-3,78,4041
2013-30,44,819
2013-30,95,656
2013-4,14,65452
2013-4,6,49453
2013-4,65,5155
2013-5,19,56079
2013-6,57,352787
2013-7,44,30507
2013-7,9,677835
2013-7,95,93510
2013-8,31,52007
2013-8,49,43313
2013-8,82,9691
2013-9,36,505783
2012-1,46,1813
2012-1,5,35154
2012-1,97,94104
2012-10,18,74488
2012-10,51,257122
2012-10,69,17445
2012-11,56,245286
2012-12,43,14679
2012-12,94,1
2012-13,1,47052
2012-13,30,68738
2012-13,81,20440
2012-13,99,330970
2012-14,35,57007
2012-15,22,31254
2012-15,73,67787
2012-16,27,221897
2012-16,4,163489
2012-16,60,26017
2012-16,78,2704
2012-17,14,51283
2012-17,65,4326
2012-18,19,44435
2012-19,57,305362
2012-19,7,57338
2012-20,17,41685
2012-20,3,35730
2012-20,50,8830
2012-21,55,191664
2012-22,42,6554
2012-23,47,13422
2012-23,6,37381
2012-23,98,658
2012-24,34,40032
2012-25,21,298922
2012-25,39,9034
2012-25,72,52211
2012-26,26,291104
2012-26,9,666103
2012-27,13,10522
2012-27,64,136036
2012-28,18,87057
2012-28,51,260600
2012-28,69,22643
2012-29,56,269752
2012-30,16,27512
2012-30,67,5760
2012-30,8,196608
2012-31,54,44065
2012-32,41,186171
2012-32,59,65483
2012-32,92,22723
2012-33,46,6686
2012-33,97,503930
2012-34,33,326243
2012-35,0,191334
2012-35,20,12633
2012-35,38,24412
2012-35,71,41533
2012-36,25,99086
2012-37,12,57136
2012-37,63,507776
2012-38,17,46211
2012-38,3,46500
2012-38,50,11669
2012-39,55,139009
2012-40,15,16210
2012-41,53,109837
2012-42,2,60082
2012-42,40,21346
2012-42,58,295212
2012-42,91,17472
2012-43,45,60853
2012-43,96,125024
2012-44,32,32118
2012-45,37,348344
2012-45,5,264546
2012-45,70,10749
2012-46,24,22246
2012-46,75,29806
2012-47,11,25246
2012-47,29,160680
2012-47,62,11232
2012-48,16,31451
2012-48,67,6488
2012-48,8,215107
2012-49,54,49234
2012-50,14,75950
2012-50,65,12152
2012-51,19,63483
2012-52,57,204217
2012-52,7,60236
2012-9,0,95835
2012-9,47,4778
2012-9,98,301
2013-1,36,450232
2013-1,4,132399
2013-10,47,10184
2013-10,6,44182
2013-10,98,864
2013-11,34,44892
2013-12,21,218709
2013-12,39,9398
2013-12,72,56661
2013-13,26,230313
2013-13,9,476911
2013-14,13,6645
2013-14,64,65044
2013-15,18,55269
2013-15,51,187513
2013-15,69,15881
2013-16,56,177048
2013-17,43,6246
2013-18,1,24195
2013-18,30,30265
2013-18,81,13852
2013-18,99,131881
2013-19,35,25160
2013-2,23,136519
2013-2,74,21441
2013-20,46,3548
2013-20,97,303394
2013-21,33,132358
2013-22,0,114458
2013-22,20,4142
2013-22,38,8468
2013-22,71,22918
2013-23,25,37845
2013-24,12,23615
2013-24,63,215005
2013-25,17,11285
2013-25,3,10439
2013-25,50,3202
2013-26,55,31483
2013-27,42,569
2013-28,47,1177
2013-28,6,4286
2013-28,98,64
2013-29,34,3592
2013-3,10,86060
2013-3,28,47014
2013-3,79,23131
2013-30,45,2190
2013-30,96,1941
2013-4,15,18095
2013-4,7,72121
2013-5,53,114725
2013-6,40,25168
2013-6,58,324017
2013-6,91,17088
2013-7,45,88518
2013-7,96,135518
2013-8,32,29029
2013-9,37,226516
2013-9,70,12874
2012-1,47,2174
2012-1,6,8812
2012-1,98,143
2012-10,19,45906
2012-11,57,313191
2012-12,44,25232
2012-12,95,31682
2012-13,2,52317
2012-13,31,42377
2012-13,49,28618
2012-13,82,8977
2012-14,36,517095
2012-15,23,86303
2012-15,74,13169
2012-16,10,73146
2012-16,28,46294
2012-16,5,262608
2012-16,79,22508
2012-17,15,15094
2012-18,53,90789
2012-19,40,18694
2012-19,58,300919
2012-19,8,210476
2012-19,91,18125
2012-20,18,73100
2012-20,4,160616
2012-20,51,238181
2012-20,69,20260
2012-21,56,283852
2012-22,43,18136
2012-22,94,1
2012-23,30,76227
2012-23,7,57399
2012-23,81,20526
2012-23,99,384259
2012-24,35,60300
2012-25,22,31123
2012-25,73,61510
2012-26,27,229127
2012-26,60,24611
2012-26,78,1978
2012-27,14,50738
2012-27,65,6529
2012-28,19,45967
2012-29,57,296581
2012-30,17,41705
2012-30,50,8807
2012-30,9,638402
2012-31,55,193202
2012-32,42,6729
2012-33,47,11282
2012-33,98,725
2012-34,34,48672
2012-35,1,47814
2012-35,21,281143
2012-35,39,10441
2012-35,72,56392
2012-36,26,299513
2012-37,13,13320
2012-37,64,93129
2012-38,18,97129
2012-38,4,191660
2012-38,51,266224
2012-38,69,19271
2012-39,56,291779
2012-40,16,31015
2012-40,67,5776
2012-41,54,52047
2012-42,3,53732
2012-42,41,251647
2012-42,59,77344
2012-42,92,22536
2012-43,46,8017
2012-43,97,670264
2012-44,33,319106
2012-45,20,16629
2012-45,38,45345
2012-45,6,50953
2012-45,71,46341
2012-46,25,148653
2012-47,12,39779
2012-47,63,607202
2012-48,17,42188
2012-48,50,12978
2012-48,9,657117
2012-49,55,120346
2012-50,15,21651
2012-51,53,154915
2012-52,40,20304
2012-52,58,268907
2012-52,8,227742
2012-52,91,25998
2012-9,1,24606
2012-9,30,30883
2012-9,81,9618
2012-9,99,163209
2013-1,37,305699
2013-1,5,280465
2013-1,70,10458
2013-10,30,67421
2013-10,7,74758
2013-10,81,25209
2013-10,99,349340
2013-11,35,66795
2013-12,22,30355
2013-12,73,83803
2013-13,27,186233
2013-13,60,40215
2013-13,78,3894
2013-14,14,37977
2013-14,65,2863
2013-15,19,36145
2013-16,57,219326
2013-17,44,12132
2013-17,95,18119
2013-18,2,18068
2013-18,31,18574
